id,subzone,planning_area,region,latitude,longitude,original_type,rank,venue_name,venue_address,venue_id,avg_weekday_footfall,avg_weekend_footfall,created_at,updated_at,venue_type
1557,SERANGOON CENTRAL,SERANGOON,NORTH-EAST REGION,1.3504798,103.8722764,commercial.clothing,null,Mango,"Mango, 23 Serangoon Bus Interchange, Singapore 556083, Singapore",null,null,null,2025-04-12 16:20:52.694956,2025-04-12 16:20:52.694956,APPAREL
1558,CHANGI AIRPORT,CHANGI,EAST REGION,1.3626047,103.9895664,commercial.clothing,null,Lacoste,"Lacoste, 80 T1 Boulevard, Singapore 819642, Singapore",null,null,null,2025-04-12 16:20:52.729318,2025-04-12 16:20:52.729318,APPAREL
1559,CHANGI AIRPORT,CHANGI,EAST REGION,1.3625853,103.9896157,commercial.clothing,null,Pazzion,"Pazzion, 80 T1 Boulevard, Singapore 819642, Singapore",null,null,null,2025-04-12 16:20:52.762278,2025-04-12 16:20:52.762278,APPAREL
1560,CHANGI AIRPORT,CHANGI,EAST REGION,1.3626684,103.9894068,commercial.clothing,null,Under Armour,"Under Armour, 80 T1 Boulevard, Singapore 819642, Singapore",null,null,null,2025-04-12 16:20:52.792676,2025-04-12 16:20:52.792676,APPAREL
1561,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.3009722,103.9059764,commercial.clothing,null,Cotton On,"Cotton On, #01-33 & 34 Marine Parade Central, Singapore 449269, Singapore",null,null,null,2025-04-12 16:20:52.827995,2025-04-12 16:20:52.827995,APPAREL
1562,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.3008756,103.9051103,commercial.clothing,null,Bata,"Bata, #01-65/66/67 East Coast Parkway, Singapore 449269, Singapore",null,null,null,2025-04-12 16:20:52.859993,2025-04-12 16:20:52.859993,APPAREL
1341,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3917479,103.8949971,commercial.clothing,null,Bata,"Bata, #01-31 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:20:27.73265,2025-04-12 16:20:27.73265,APPAREL
1331,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3736669,103.9485429,commercial.clothing,null,Sunnystep,"Sunnystep, 7 Pasir Ris Central, Singapore 519612, Singapore",null,null,null,2025-04-12 16:20:27.445761,2025-04-12 16:20:27.445761,APPAREL
4205,NATIONAL UNIVERSITY OF S'PORE,QUEENSTOWN,CENTRAL REGION,1.2912798,103.7759242,catering.restaurant,null,Canteen,"Canteen, Heng Mui Keng Terrace, Singapore 119614, Singapore",null,null,null,2025-04-12 16:26:37.256575,2025-04-12 16:26:37.256575,RESTAURANT
1564,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.3017364,103.9046236,commercial.clothing,null,Mango,"Mango, 80 Marine Parade Road, Singapore 449269, Singapore",null,null,null,2025-04-12 16:20:52.939303,2025-04-12 16:20:52.939303,APPAREL
4570,SERANGOON CENTRAL,SERANGOON,NORTH-EAST REGION,1.3506518,103.8724504,catering.restaurant,null,Tamago-EN,"Tamago-EN, 23 Serangoon Central, Singapore 556083, Singapore",null,null,null,2025-04-12 16:26:55.595282,2025-04-12 16:26:55.595282,RESTAURANT
4571,SERANGOON CENTRAL,SERANGOON,NORTH-EAST REGION,1.350672,103.8726527,catering.restaurant,null,Prata Wala,"Prata Wala, 23 Serangoon Central, Singapore 556083, Singapore",null,null,null,2025-04-12 16:26:55.63018,2025-04-12 16:26:55.63018,RESTAURANT
1568,SERANGOON CENTRAL,SERANGOON,NORTH-EAST REGION,1.350578,103.8718923,commercial.clothing,null,Hang Ten,"Hang Ten, 23 Serangoon Central, Singapore 556083, Singapore",null,null,null,2025-04-12 16:20:53.119589,2025-04-12 16:20:53.119589,APPAREL
1569,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3176941,103.8927676,commercial.clothing,null,H&M,"H&M, 10 Paya Lebar Road, Singapore 409057, Singapore",null,null,null,2025-04-12 16:20:53.154606,2025-04-12 16:20:53.154606,APPAREL
1570,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3176876,103.8928117,commercial.clothing,null,Kids Fashion Bazaar,"Kids Fashion Bazaar, 10 Paya Lebar Road, Singapore 409057, Singapore",null,null,null,2025-04-12 16:20:53.184059,2025-04-12 16:20:53.184059,APPAREL
1571,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3177345,103.8929739,commercial.clothing,null,Foot Locker,"Foot Locker, 10 Paya Lebar Road, Singapore 409057, Singapore",null,null,null,2025-04-12 16:20:53.225162,2025-04-12 16:20:53.225162,APPAREL
1572,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3173694,103.8927329,commercial.clothing,null,Pierre Cardin,"Pierre Cardin, 10 Paya Lebar Road, Singapore 409057, Singapore",null,null,null,2025-04-12 16:20:53.284206,2025-04-12 16:20:53.284206,APPAREL
1573,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3177236,103.8928241,commercial.clothing,null,Uniqlo,"Uniqlo, 10 Paya Lebar Road, Singapore 409057, Singapore",null,null,null,2025-04-12 16:20:53.319839,2025-04-12 16:20:53.319839,APPAREL
1574,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3151839,103.8947277,commercial.clothing,null,Denizen,"Denizen, 11 Tanjong Katong Road, Singapore 437157, Singapore",null,null,null,2025-04-12 16:20:53.352033,2025-04-12 16:20:53.352033,APPAREL
1575,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3150365,103.8933264,commercial.clothing,null,Sogo Garment,"Sogo Garment, 810 Geylang Road, Singapore 409286, Singapore",null,null,null,2025-04-12 16:20:53.389467,2025-04-12 16:20:53.389467,APPAREL
1576,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3149658,103.8931698,commercial.clothing,null,Fashion Scale,"Fashion Scale, 810 Geylang Road, Singapore 409286, Singapore",null,null,null,2025-04-12 16:20:53.422155,2025-04-12 16:20:53.422155,APPAREL
1578,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3185535,103.8936145,commercial.clothing,null,Skechers,"Skechers, 10 Eunos Road 8, Singapore 408600, Singapore",null,null,null,2025-04-12 16:20:53.481435,2025-04-12 16:20:53.481435,APPAREL
827,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3724255,103.8937085,commercial.elektronics,null,Oppo,"Oppo, 90 Hougang Avenue 10, Singapore 538766, Singapore",null,null,null,2025-04-12 16:17:53.255264,2025-04-12 16:17:53.255264,SHOPPING
2461,YISHUN CENTRAL,YISHUN,NORTH REGION,1.4287985,103.8360254,commercial.health_and_beauty.cosmetics,null,The Body Shop,"The Body Shop, 930 Yishun Avenue 2, Singapore 769098, Singapore",null,null,null,2025-04-12 16:23:50.824266,2025-04-12 16:23:50.824266,PERSONAL_CARE
2462,WOODLANDS REGIONAL CENTRE,WOODLANDS,NORTH REGION,1.4360099,103.7856313,commercial.health_and_beauty.cosmetics,null,The Body Shop,"The Body Shop, Woodlands Square, Singapore 738099, Singapore",null,null,null,2025-04-12 16:23:50.860339,2025-04-12 16:23:50.860339,PERSONAL_CARE
4210,TEBAN GARDENS,JURONG EAST,WEST REGION,1.3208039,103.7480454,catering.restaurant,null,Best Pan Food House,"Best Pan Food House, 415 Pandan Gardens, Singapore 600415, Singapore",null,null,null,2025-04-12 16:26:37.462769,2025-04-12 16:26:37.462769,RESTAURANT
4211,TEBAN GARDENS,JURONG EAST,WEST REGION,1.3207779,103.7481721,catering.restaurant,null,Ah Hua Teo Chew Fishball Noodle,"Ah Hua Teo Chew Fishball Noodle, 415 Pandan Gardens, Singapore 600415, Singapore",null,null,null,2025-04-12 16:26:37.497821,2025-04-12 16:26:37.497821,RESTAURANT
4212,TEBAN GARDENS,JURONG EAST,WEST REGION,1.3207663,103.7473471,catering.restaurant,null,Tender Best,"Tender Best, 150 Pandan Gardens, Singapore 609335, Singapore",null,null,null,2025-04-12 16:26:37.534993,2025-04-12 16:26:37.534993,RESTAURANT
4213,LIM CHU KANG,LIM CHU KANG,NORTH REGION,1.4404553,103.7286817,catering.restaurant,null,Bistro by GardenAsia (Nyee Phoe Gardens),"Bistro by GardenAsia (Nyee Phoe Gardens), Neo Tiew Crescent, Singapore 718900, Singapore",null,null,null,2025-04-12 16:26:37.572336,2025-04-12 16:26:37.572336,RESTAURANT
4214,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2516775,103.8171735,catering.restaurant,null,Mr Bean,"Mr Bean, 60 Siloso Beach Walk, Singapore 098997, Singapore",null,null,null,2025-04-12 16:26:37.603144,2025-04-12 16:26:37.603144,RESTAURANT
4215,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2513061,103.8172838,catering.restaurant,null,Show Bites,"Show Bites, Siloso Beach Walk, Singapore 098604, Singapore",null,null,null,2025-04-12 16:26:37.637063,2025-04-12 16:26:37.637063,RESTAURANT
4216,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2579301,103.81744,catering.restaurant,null,The Bay,"The Bay, 8 Sentosa Gateway, Singapore 098269, Singapore",null,null,null,2025-04-12 16:26:37.672257,2025-04-12 16:26:37.672257,RESTAURANT
4218,TELOK BLANGAH DRIVE,BUKIT MERAH,CENTRAL REGION,1.2788313,103.8131184,catering.restaurant,null,Wildseed,"Wildseed, 10 Telok Blangah Green, Singapore 109178, Singapore",null,null,null,2025-04-12 16:26:37.749872,2025-04-12 16:26:37.749872,RESTAURANT
4219,YUHUA WEST,JURONG EAST,WEST REGION,1.3503017,103.7311509,catering.restaurant,null,Rizwan Curry Restaurant,"Rizwan Curry Restaurant, 338 Jurong East Avenue 1, Singapore 600338, Singapore",null,null,null,2025-04-12 16:26:37.781652,2025-04-12 16:26:37.781652,RESTAURANT
4220,YUHUA WEST,JURONG EAST,WEST REGION,1.3501617,103.731318,catering.restaurant,null,Salmaan Food Paradise,"Salmaan Food Paradise, 338 Jurong East Avenue 1, Singapore 600338, Singapore",null,null,null,2025-04-12 16:26:37.813895,2025-04-12 16:26:37.813895,RESTAURANT
4221,YUHUA WEST,JURONG EAST,WEST REGION,1.3491686,103.7296141,catering.restaurant,null,Teochew Porridge,"Teochew Porridge, 326 Jurong East Street 31, Singapore 600326, Singapore",null,null,null,2025-04-12 16:26:37.844937,2025-04-12 16:26:37.844937,RESTAURANT
4222,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2568193,103.8201452,catering.restaurant,null,Ramen Dining Keisuke Tokyo,"Ramen Dining Keisuke Tokyo, 8 Sentosa Gateway, Singapore 098269, Singapore",null,null,null,2025-04-12 16:26:37.888604,2025-04-12 16:26:37.888604,RESTAURANT
4223,WENYA,JURONG WEST,WEST REGION,1.3536551,103.7035082,catering.restaurant,null,276 Cafe,"276 Cafe, 276 Jurong West Street 25, Singapore 640276, Singapore",null,null,null,2025-04-12 16:26:37.924179,2025-04-12 16:26:37.924179,RESTAURANT
4224,GUILIN,BUKIT BATOK,WEST REGION,1.3592698,103.751856,catering.restaurant,null,Umi Sushi,"Umi Sushi, Choa Chu Kang Park Connector, Singapore 680475, Singapore",null,null,null,2025-04-12 16:26:37.961274,2025-04-12 16:26:37.961274,RESTAURANT
2141,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.30099525,103.905347161573,commercial.health_and_beauty,null,Dragon Brand Bird's Nest,"Dragon Brand Bird's Nest, Marine Parade Central, Singapore 449408, Singapore",null,null,null,2025-04-12 16:23:03.476066,2025-04-12 16:23:03.476066,PERSONAL_CARE
4225,GUILIN,BUKIT BATOK,WEST REGION,1.3591896,103.7520696,catering.restaurant,null,Mari Mari,"Mari Mari, Choa Chu Kang Park Connector, Singapore 680475, Singapore",null,null,null,2025-04-12 16:26:37.998125,2025-04-12 16:26:37.998125,RESTAURANT
4226,JURONG GATEWAY,JURONG EAST,WEST REGION,1.3343063,103.7430765,catering.restaurant,null,Food Republic,"Food Republic, 3 Gateway Drive, Singapore 608532, Singapore",null,null,null,2025-04-12 16:26:38.035258,2025-04-12 16:26:38.035258,RESTAURANT
4227,JURONG GATEWAY,JURONG EAST,WEST REGION,1.3341805,103.7423981,catering.restaurant,null,Ippudo,"Ippudo, 3 Gateway Drive, Singapore 608532, Singapore",null,null,null,2025-04-12 16:26:38.078805,2025-04-12 16:26:38.078805,RESTAURANT
4228,JURONG GATEWAY,JURONG EAST,WEST REGION,1.3334912,103.7420681,catering.restaurant,null,Kopi,"Kopi, 10 Jurong East Street 12, Singapore 609690, Singapore",null,null,null,2025-04-12 16:26:38.115732,2025-04-12 16:26:38.115732,RESTAURANT
4229,JURONG GATEWAY,JURONG EAST,WEST REGION,1.3335414,103.7432527,catering.restaurant,null,Din Tai Fung,"Din Tai Fung, 50 Jurong Gateway Road, Singapore 608549, Singapore",null,null,null,2025-04-12 16:26:38.149486,2025-04-12 16:26:38.149486,RESTAURANT
4231,ONE NORTH,QUEENSTOWN,CENTRAL REGION,1.2996305,103.7875678,catering.restaurant,null,Yu Kee Specialities,"Yu Kee Specialities, 1 Fusionopolis Way, Singapore 138632, Singapore",null,null,null,2025-04-12 16:26:38.21884,2025-04-12 16:26:38.21884,RESTAURANT
4232,ONE NORTH,QUEENSTOWN,CENTRAL REGION,1.2990319,103.7876919,catering.restaurant,null,Zheng Neng Zhu,"Zheng Neng Zhu, 1 Fusionopolis Way, Singapore 138632, Singapore",null,null,null,2025-04-12 16:26:38.254127,2025-04-12 16:26:38.254127,RESTAURANT
4233,ONE NORTH,QUEENSTOWN,CENTRAL REGION,1.2990113,103.7878276,catering.restaurant,null,Rong Hua Bak Kut Teh,"Rong Hua Bak Kut Teh, 1 Fusionopolis Way, Singapore 138632, Singapore",null,null,null,2025-04-12 16:26:38.29084,2025-04-12 16:26:38.29084,RESTAURANT
4234,ONE NORTH,QUEENSTOWN,CENTRAL REGION,1.2990984,103.7875234,catering.restaurant,null,Souperstar,"Souperstar, 1 Fusionopolis Way, Singapore 138632, Singapore",null,null,null,2025-04-12 16:26:38.336634,2025-04-12 16:26:38.336634,RESTAURANT
4235,ONE NORTH,QUEENSTOWN,CENTRAL REGION,1.2995725,103.787649,catering.restaurant,null,Veera's Café,"Veera's Café, 1 Fusionopolis Way, Singapore 138632, Singapore",null,null,null,2025-04-12 16:26:38.373205,2025-04-12 16:26:38.373205,RESTAURANT
4236,ONE NORTH,QUEENSTOWN,CENTRAL REGION,1.2990421,103.7872375,catering.restaurant,null,Wok Palace,"Wok Palace, 1 Fusionopolis Way, Singapore 138632, Singapore",null,null,null,2025-04-12 16:26:38.421606,2025-04-12 16:26:38.421606,RESTAURANT
4237,ONE NORTH,QUEENSTOWN,CENTRAL REGION,1.2990299,103.787757,catering.restaurant,null,Traditional Sarawak Kolo Mee,"Traditional Sarawak Kolo Mee, 1 Fusionopolis Way, Singapore 138632, Singapore",null,null,null,2025-04-12 16:26:38.452172,2025-04-12 16:26:38.452172,RESTAURANT
4238,ONE NORTH,QUEENSTOWN,CENTRAL REGION,1.2993883,103.7874924,catering.restaurant,null,Pastamania Pronto,"Pastamania Pronto, 1 Fusionopolis Way, Singapore 138632, Singapore",null,null,null,2025-04-12 16:26:38.484841,2025-04-12 16:26:38.484841,RESTAURANT
4239,YUHUA EAST,JURONG EAST,WEST REGION,1.3399805,103.738516,catering.restaurant,null,Choice @ 215,"Choice @ 215, 215 Jurong East Street 21, Singapore 600215, Singapore",null,null,null,2025-04-12 16:26:38.530347,2025-04-12 16:26:38.530347,RESTAURANT
4241,DOVER,QUEENSTOWN,CENTRAL REGION,1.3041768,103.7824288,catering.restaurant,null,Dover Village XO Fishhead Bee Hoon,"Dover Village XO Fishhead Bee Hoon, 5 Dover Crescent, Singapore 130005, Singapore",null,null,null,2025-04-12 16:26:38.595582,2025-04-12 16:26:38.595582,RESTAURANT
4242,TAMAN JURONG,JURONG WEST,WEST REGION,1.3256241,103.7253409,catering.restaurant,null,Pizza Hut,"Pizza Hut, Yuan Ching Road, Singapore 618642, Singapore",null,null,null,2025-04-12 16:26:38.631584,2025-04-12 16:26:38.631584,RESTAURANT
4243,TAMAN JURONG,JURONG WEST,WEST REGION,1.3257948,103.724716,catering.restaurant,null,Boss Bar & Kitchen,"Boss Bar & Kitchen, Yung Ho Road, Singapore 618593, Singapore",null,null,null,2025-04-12 16:26:38.66848,2025-04-12 16:26:38.66848,RESTAURANT
4246,JURONG GATEWAY,JURONG EAST,WEST REGION,1.3334001,103.7430116,catering.restaurant,null,Monster Curry,"Monster Curry, 50 Jurong Gateway Road, Singapore 608549, Singapore",null,null,null,2025-04-12 16:26:38.77604,2025-04-12 16:26:38.77604,RESTAURANT
4247,JURONG GATEWAY,JURONG EAST,WEST REGION,1.3331111,103.7433917,catering.restaurant,null,Xin Wang Hong Kong Cafe,"Xin Wang Hong Kong Cafe, 50 Jurong Gateway Road, Singapore 608549, Singapore",null,null,null,2025-04-12 16:26:38.808908,2025-04-12 16:26:38.808908,RESTAURANT
855,KIAN TECK,JURONG WEST,WEST REGION,1.3337809,103.6968873,commercial.elektronics,null,Choo Chiang Marketing,"Choo Chiang Marketing, Pioneer Road North, Singapore 627606, Singapore",null,null,null,2025-04-12 16:17:57.724219,2025-04-12 16:17:57.724219,SHOPPING
4249,ONE NORTH,QUEENSTOWN,CENTRAL REGION,1.2982498,103.789073,catering.restaurant,null,Mixed Gril & Greens,"Mixed Gril & Greens, Ayer Rajah Avenue, Singapore 138635, Singapore",null,null,null,2025-04-12 16:26:38.877693,2025-04-12 16:26:38.877693,RESTAURANT
4251,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2566243,103.8200247,catering.restaurant,null,Streats,"Streats, 8 Sentosa Gateway, Singapore 098269, Singapore",null,null,null,2025-04-12 16:26:38.969581,2025-04-12 16:26:38.969581,RESTAURANT
4252,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2579425,103.81912,catering.restaurant,null,Sessions,"Sessions, 8 Sentosa Gateway, Singapore 098269, Singapore",null,null,null,2025-04-12 16:26:39.022193,2025-04-12 16:26:39.022193,RESTAURANT
4253,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2566705,103.8201546,catering.restaurant,null,Roost,"Roost, 8 Sentosa Gateway, Singapore 098269, Singapore",null,null,null,2025-04-12 16:26:39.061554,2025-04-12 16:26:39.061554,RESTAURANT
4254,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2569279,103.8201646,catering.restaurant,null,Ng Ah Sio Bak Kut Teh,"Ng Ah Sio Bak Kut Teh, 8 Sentosa Gateway, Singapore 098269, Singapore",null,null,null,2025-04-12 16:26:39.094663,2025-04-12 16:26:39.094663,RESTAURANT
4255,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2565265,103.8200783,catering.restaurant,null,Paradise Classic,"Paradise Classic, 26 Sentosa Gateway, Singapore 098138, Singapore",null,null,null,2025-04-12 16:26:39.130658,2025-04-12 16:26:39.130658,RESTAURANT
4256,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2565234,103.8201772,catering.restaurant,null,Duckland,"Duckland, 8 Sentosa Gateway, Singapore 098269, Singapore",null,null,null,2025-04-12 16:26:39.164305,2025-04-12 16:26:39.164305,RESTAURANT
4257,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2564517,103.8200773,catering.restaurant,null,LeNu,"LeNu, 26 Sentosa Gateway, Singapore 098138, Singapore",null,null,null,2025-04-12 16:26:39.244864,2025-04-12 16:26:39.244864,RESTAURANT
4258,BUKIT BATOK WEST,BUKIT BATOK,WEST REGION,1.3463664,103.7415893,catering.restaurant,null,St 19 Coffee House,"St 19 Coffee House, 177 Bukit Batok West Avenue 8, Singapore 650177, Singapore",null,null,null,2025-04-12 16:26:39.27775,2025-04-12 16:26:39.27775,RESTAURANT
4259,BUKIT BATOK WEST,BUKIT BATOK,WEST REGION,1.3474809,103.744164,catering.restaurant,null,G THG F&B,"G THG F&B, 153 Bukit Batok Street 11, Singapore 650153, Singapore",null,null,null,2025-04-12 16:26:39.31311,2025-04-12 16:26:39.31311,RESTAURANT
4261,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,1.3394323,103.7065118,catering.restaurant,null,Hot Tomato,"Hot Tomato, 1 Jurong West Central 2, Singapore 648886, Singapore",null,null,null,2025-04-12 16:26:39.382627,2025-04-12 16:26:39.382627,RESTAURANT
4263,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,1.3388617,103.7049057,catering.restaurant,null,Seoul Garden,"Seoul Garden, 1 Jurong West Central 2, Singapore 648886, Singapore",null,null,null,2025-04-12 16:26:39.449701,2025-04-12 16:26:39.449701,RESTAURANT
2515,JELEBU,BUKIT PANJANG,WEST REGION,1.373357,103.7631017,commercial.toy_and_game,null,Gift Boutique,"Gift Boutique, 816 Upper Bukit Timah Road, Singapore 678148, Singapore",null,null,null,2025-04-12 16:24:06.917302,2025-04-12 16:24:06.917302,SHOPPING
2517,TAMPINES EAST,TAMPINES,EAST REGION,1.3521377,103.9443531,commercial.toy_and_game,null,Toys'R'Us,"Toys'R'Us, 4 Tampines Central 5, Singapore 529509, Singapore",null,null,null,2025-04-12 16:24:07.438282,2025-04-12 16:24:07.438282,SHOPPING
2184,SERANGOON CENTRAL,SERANGOON,NORTH-EAST REGION,1.3544664,103.8770959,commercial.health_and_beauty,null,The Editor's Salon,"The Editor's Salon, Yio Chu Kang Road, Singapore 545521, Singapore",null,null,null,2025-04-12 16:23:04.855216,2025-04-12 16:23:04.855216,PERSONAL_CARE
2181,KATONG,MARINE PARADE,CENTRAL REGION,1.3091985,103.9026435,commercial.health_and_beauty,null,Aresa Nails,"Aresa Nails, Joo Chiat Road, Singapore 427592, Singapore",null,null,null,2025-04-12 16:23:04.764514,2025-04-12 16:23:04.764514,PERSONAL_CARE
2519,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.406294,103.9017079,commercial.toy_and_game,null,Kiddy Palace,"Kiddy Palace, 83 Punggol Central, Singapore 828763, Singapore",null,null,null,2025-04-12 16:24:07.522041,2025-04-12 16:24:07.522041,SHOPPING
2520,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4061443,103.90197,commercial.toy_and_game,null,BOLOTREESG,"BOLOTREESG, 83 Punggol Central, Singapore 828763, Singapore",null,null,null,2025-04-12 16:24:07.566481,2025-04-12 16:24:07.566481,SHOPPING
4264,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,1.3390441,103.7062549,catering.restaurant,null,Monster Curry,"Monster Curry, 1 Jurong West Central 2, Singapore 648886, Singapore",null,null,null,2025-04-12 16:26:39.48547,2025-04-12 16:26:39.48547,RESTAURANT
2522,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4062902,103.9019747,commercial.toy_and_game,null,Toys R Us,"Toys R Us, 77 Punggol Central, Singapore 820077, Singapore",null,null,null,2025-04-12 16:24:07.653688,2025-04-12 16:24:07.653688,SHOPPING
2523,JURONG GATEWAY,JURONG EAST,WEST REGION,1.3334362,103.7438782,commercial.toy_and_game,null,Toys R Us,"Toys R Us, 50 Jurong Gateway Road, Singapore 608549, Singapore",null,null,null,2025-04-12 16:24:13.985081,2025-04-12 16:24:13.985081,SHOPPING
2524,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2563965,103.8208474,commercial.toy_and_game,null,Lego,"Lego, 8 Sentosa Gateway, Singapore 098269, Singapore",null,null,null,2025-04-12 16:24:14.022139,2025-04-12 16:24:14.022139,SHOPPING
2526,CHANGI AIRPORT,CHANGI,EAST REGION,1.36056565,103.989754558282,commercial.toy_and_game,null,The Better Toy Store,"The Better Toy Store, #04-226 T1 Arrival Crescent, Singapore 819666, Singapore",null,null,null,2025-04-12 16:24:15.278141,2025-04-12 16:24:15.278141,SHOPPING
2527,CHANGI AIRPORT,CHANGI,EAST REGION,1.35721675,103.986859191179,commercial.toy_and_game,null,Lego,"Lego, T3 Basement Drive, Singapore 819663, Singapore",null,null,null,2025-04-12 16:24:15.313369,2025-04-12 16:24:15.313369,SHOPPING
2528,CHANGI AIRPORT,CHANGI,EAST REGION,1.35734405,103.986909628315,commercial.toy_and_game,null,Kaboom,"Kaboom, T3 Basement Drive, Singapore 819663, Singapore",null,null,null,2025-04-12 16:24:15.35102,2025-04-12 16:24:15.35102,SHOPPING
2529,CHANGI AIRPORT,CHANGI,EAST REGION,1.3626087,103.990250025,commercial.toy_and_game,null,Kaboom,"Kaboom, T1 Basement Drive, Singapore 819642, Singapore",null,null,null,2025-04-12 16:24:15.391427,2025-04-12 16:24:15.391427,SHOPPING
2530,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.3010784,103.905719103625,commercial.toy_and_game,null,Toys R Us,"Toys R Us, Marine Parade Central, Singapore 440089, Singapore",null,null,null,2025-04-12 16:24:15.427986,2025-04-12 16:24:15.427986,SHOPPING
2531,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.301672,103.905355727593,commercial.toy_and_game,null,Secret chamber,"Secret chamber, Marine Parade Central, Singapore 449408, Singapore",null,null,null,2025-04-12 16:24:15.465367,2025-04-12 16:24:15.465367,SHOPPING
2532,CHANGI AIRPORT,CHANGI,EAST REGION,1.3619953,103.9912987,commercial.toy_and_game,null,E-Gadget Extra,"E-Gadget Extra, 80 Airport Boulevard, Singapore 819642, Singapore",null,null,null,2025-04-12 16:24:15.505747,2025-04-12 16:24:15.505747,SHOPPING
2533,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.3019685,103.9051867,commercial.toy_and_game,null,Timezone,"Timezone, 80 Marine Parade Road, Singapore 449269, Singapore",null,null,null,2025-04-12 16:24:15.546821,2025-04-12 16:24:15.546821,SHOPPING
4265,HONG KAH,JURONG WEST,WEST REGION,1.3503293,103.7241198,catering.restaurant,null,Amigo's,"Amigo's, 492 Jurong West Street 41, Singapore 640492, Singapore",null,null,null,2025-04-12 16:26:39.524696,2025-04-12 16:26:39.524696,RESTAURANT
2535,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3186722,103.8940777,commercial.toy_and_game,null,Simply Toys,"Simply Toys, Sims Avenue Park Connector, Singapore 400030, Singapore",null,null,null,2025-04-12 16:24:15.628104,2025-04-12 16:24:15.628104,SHOPPING
2537,TANJONG RHU,KALLANG,CENTRAL REGION,1.3033732,103.8728877,commercial.toy_and_game,null,Elm Tree,"Elm Tree, OCBC Square, Singapore 397628, Singapore",null,null,null,2025-04-12 16:24:15.716435,2025-04-12 16:24:15.716435,SHOPPING
4266,HONG KAH,JURONG WEST,WEST REGION,1.345346,103.719446,catering.restaurant,null,Lakeside Eatery,"Lakeside Eatery, 517 Jurong West Street 52, Singapore 640517, Singapore",null,null,null,2025-04-12 16:26:39.557561,2025-04-12 16:26:39.557561,RESTAURANT
2540,SUNSET WAY,CLEMENTI,WEST REGION,1.321819,103.7707457,commercial.pet,null,Polypet,"Polypet, #01-27/29, Sunset Way, Block 109 Clementi Road, Singapore 120109, Singapore",null,null,null,2025-04-12 16:24:17.212059,2025-04-12 16:24:17.212059,SHOPPING
4267,BOON LAY PLACE,JURONG WEST,WEST REGION,1.3468101,103.7122611,catering.restaurant,null,Boon Lay 221 Foodhouse,"Boon Lay 221 Foodhouse, 221 Boon Lay Place, Singapore 640221, Singapore",null,null,null,2025-04-12 16:26:39.591584,2025-04-12 16:26:39.591584,RESTAURANT
859,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3299266,103.8902288,commercial.elektronics,null,Selena Electronics Pte Ltd,"Selena Electronics Pte Ltd, 178 Paya Lebar Road, Singapore 409030, Singapore",null,null,null,2025-04-12 16:18:04.053992,2025-04-12 16:18:04.053992,SHOPPING
